20200300|202003001|M1|27/02/2020|27/02/2020|01|F001||26461||6|20282880424|FERRETERIA CONTRERAS LA SOLUCION SAC|21.19|3.81|0|0|0|0|0|0|0|25.00|PEN|1.000||||||||||||||||6|
20200300|202003002|M2|02/03/2020|02/03/2020|01|F103||33054||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|149.85|26.97|0|0|0|0|0|0|0|176.82|PEN|1.000||||||||||||||||1|
20200300|202003003|M3|04/03/2020|04/03/2020|01|0002||2959||6|20531620616|RV INVERSIONES Y SERVICIOS EIRL|1245.76|224.24|0|0|0|0|0|0|0|1470.00|PEN|1.000||||||||||||||||1|
20200300|202003004|M4|05/03/2020|05/03/2020|01|FA15||33651||6|20536557858|HOMECENTERS PERUANOS SA|652.41|117.43|0|0|0|0|0|0|0|769.84|PEN|1.000||||||||||||||||1|
20200300|202003006|M6|06/03/2020|06/03/2020|01|F003||19251||6|20445470156|VEG INVERSIONES SRL|14.41|2.59|0|0|0|0|0|0|0|17.00|PEN|1.000||||||||||||||||1|
20200300|202003007|M7|06/03/2020|06/03/2020|01|F103||33173||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|136.23|24.52|0|0|0|0|0|0|0|160.75|PEN|1.000||||||||||||||||1|
20200300|202003005|M5|06/03/2020|06/03/2020|01|F037||9917||6|20138651917|SANICENTER SAC|1042.51|187.65|0|0|0|0|0|0|0|1230.16|PEN|1.000||||||||||||||||1|
20200300|202003008|M8|12/03/2020|12/03/2020|01|F103||33298||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|144.08|25.93|0|0|0|0|0|0|0|170.01|PEN|1.000||||||||||||||||1|
20200300|202003009|M9|15/03/2020|15/03/2020|01|0004||289||6|10321247887|PATRICIO HUERTA PEDRO MIGUEL|937.21|168.70|0|0|0|0|0|0|0|1105.91|PEN|1.000||||||||||||||||1|
20200300|202003010|M10|16/03/2020|16/03/2020|01|F103||33371||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|51.73|9.31|0|0|0|0|0|0|0|61.04|PEN|1.000||||||||||||||||1|
20200300|202003011|M11|18/03/2020|18/03/2020|01|F101||19571||6|20220724809|GRIFOS KAMT SAC|117.97|21.23|0|0|0|0|0|0|0|139.20|PEN|1.000||||||||||||||||1|
20200300|202003012|M12|18/03/2020|18/03/2020|01|F103||33396||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|108.82|19.59|0|0|0|0|0|0|0|128.41|PEN|1.000||||||||||||||||1|
20200300|202003013|M13|20/03/2020|20/03/2020|01|F102||5520||6|20399536929|GETSEMANI REPRESENTACIONES EIRL|106.77|19.22|0|0|0|0|0|0|0|125.99|PEN|1.000||||||||||||||||1|
20200300|202003014|M14|22/03/2020|22/03/2020|01|F102||5523||6|20399536929|GETSEMANI REPRESENTACIONES EIRL|96.66|17.40|0|0|0|0|0|0|0|114.06|PEN|1.000||||||||||||||||1|
20200300|202003016|M16|26/03/2020|26/03/2020|01|F101||19624||6|20220724809|GRIFOS KAMT SAC|81.36|14.64|0|0|0|0|0|0|0|96.00|PEN|1.000||||||||||||||||1|
20200300|202003015|M15|26/03/2020|26/03/2020|01|F503||4893||6|20105299991|AUGUSTO CURO BENITES SRL|110.15|19.83|0|0|0|0|0|0|0|129.98|PEN|1.000||||||||||||||||1|
20200300|202003017|M17|28/03/2020|28/03/2020|01|F103||33465||6|20603191529|DINOGAS ESTACIONES Y SERVICIOS SAC|135.60|24.41|0|0|0|0|0|0|0|160.01|PEN|1.000||||||||||||||||1|
20200300|202003022|M22|29/03/2020|29/03/2020|01|E001||136||6|20603309911|SERVICIOS INDUSTRIALES ÑIQUE EIRL|2280.00|410.40|0|0|0|0|0|0|0|2690.40|PEN|1.000||||||||||||||||1|
20200300|202003021|M21|29/03/2020|29/03/2020|01|E001||48||6|20531904991|MARLUC INDUSTRIA CONSTRUCTORA SAC|1000.00|180.00|0|0|0|0|0|0|0|1180.00|PEN|1.000||||||||||||||||1|
20200300|202003018|M18|29/03/2020|29/03/2020|01|E001||96||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|300.00|54.00|0|0|0|0|0|0|0|354.00|PEN|1.000||||||||||||||||1|
20200300|202003019|M19|29/03/2020|29/03/2020|01|E001||97||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|300.00|54.00|0|0|0|0|0|0|0|354.00|PEN|1.000||||||||||||||||1|
20200300|202003020|M20|29/03/2020|29/03/2020|01|E001||98||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|300.00|54.00|0|0|0|0|0|0|0|354.00|PEN|1.000||||||||||||||||1|
20200300|202003024|M24|30/03/2020|30/03/2020|01|E001||100||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|400.00|72.00|0|0|0|0|0|0|0|472.00|PEN|1.000||||||||||||||||1|
20200300|202003025|M25|30/03/2020|30/03/2020|01|E001||101||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|400.00|72.00|0|0|0|0|0|0|0|472.00|PEN|1.000||||||||||||||||1|
20200300|202003026|M26|30/03/2020|30/03/2020|01|E001||83||6|20601813468|PEIX FRESC SAC|3000.00|540.00|0|0|0|0|0|0|0|3540.00|PEN|1.000||||||||||||||||1|
20200300|202003023|M23|30/03/2020|30/03/2020|01|E001||99||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|400.00|72.00|0|0|0|0|0|0|0|472.00|PEN|1.000||||||||||||||||1|
20200300|202003028|M28|31/03/2020|31/03/2020|01|E001||102||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|8415.00|1514.70|0|0|0|0|0|0|0|9929.70|PEN|1.000||||||||||||||||1|
20200300|202003029|M29|31/03/2020|31/03/2020|01|E001||103||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|30690.00|5524.20|0|0|0|0|0|0|0|36214.20|PEN|1.000||||||||||||||||1|
20200300|202003030|M30|31/03/2020|31/03/2020|01|E001||104||6|20603101902|SUMINISTROS Y SERVICIOS UGAS EIRL|30690.00|5524.20|0|0|0|0|0|0|0|36214.20|PEN|1.000||||||||||||||||1|
20200300|202003027|M27|31/03/2020|31/03/2020|01|F101||19669||6|20220724809|GRIFOS KAMT SAC|129.25|23.27|0|0|0|0|0|0|0|152.52|PEN|1.000||||||||||||||||1|
